STAIDT,site_no,STATION_NAME,LATITUDE,LONGITUDE,FINAL_REFERENCE,DA_SQKM,NHDV2_COMID
T11458100,11458100,MILLIKEN C NR NAPA,38.33852436,-122.2694182,N,17.3,1669149
T11458200,11458200,REDWOOD C NR NAPA CA,38.31769165,-122.3441427,N,9.79,1669177
T11458300,11458300,NAPA C A NAPA,38.3018588,-122.3038634,Y,14.9,1670171
T11458350,11458350,TULUCAY C A NAPA CA,38.28583333,-122.2747222,N,12.6,1669213
T11458500,11458500,SONOMA C A AGUA CALIENTE CA,38.32324705,-122.4944258,N,58.4,948050091
T11459000,11459000,PETALUMA R A PETALUMA CA,38.26102751,-122.6608199,N,30.9,1669283
T11459300,11459300,SAN ANTONIO C NR PETALUMA CA,38.1824182,-122.6163732,N,28.9,1670289
T11459500,11459500,NOVATO C A NOVATO CA,38.10769775,-122.5799815,N,17.6,1669845
T11460000,11460000,CORTE MADERA C A ROSS CA,37.96242393,-122.5566443,N,18.1,1671509
T11460100,11460100,ARROYO CORTE MADERA D PRES A MILL VALLEY CA,37.8971482,-122.5360868,Y,4.69,1671593
T11460400,11460400,LAGUNITAS C A SP TAYLOR STATE PK CA,38.0268673,-122.7363771,N,34.3,5329621
T11460500,11460500,ARROYO NICASIO NR PT REYES STA CA,38.07214414,-122.7594338,N,36.6,5329503
T11460600,11460600,LAGUNITAS C NR PT REYES STATION CA,38.08019988,-122.7844348,N,81.7,5329511
T11460750,11460750,WALKER C NR MARSHALL CA,38.17575311,-122.8183254,N,31.1,5329357
T11460800,11460800,WALKER C NR TOMALES CA,38.20964128,-122.8608274,N,40.1,5329339
T11460920,11460920,SALMON C A BODEGA CA,38.34824949,-122.9802769,N,15.7,3879992
T11460940,11460940,RUSSIAN R NR REDWOOD VALLEY CA,39.31933203,-123.2233399,N,14.1,8267787
T11461000,11461000,RUSSIAN R NR UKIAH CA,39.1954471,-123.1950048,N,100,8269099
T11461500,11461500,EF RUSSIAN R NR CALPELLA CA,39.24655605,-123.1302806,N,92.2,8269091
T11461501,11461501,EF RUSSIAN R AND POTTER VALLEY PH NR CALPELLA CA,39.24655605,-123.1302806,NA,NA,8269091
T11462000,11462000,EF RUSSIAN R NR UKIAH CA,39.19739142,-123.1875046,N,105,8269105
T11462500,11462500,RUSSIAN R NR HOPLAND CA,39.02656314,-123.1305588,N,362,8269119
T11462700,11462700,FELIZ C NR HOPLAND CA,38.97212104,-123.1427815,N,31.3,8271441
T11463000,11463000,RUSSIAN R NR CLOVERDALE CA,38.8793475,-123.0536124,N,503,8271445
T11463170,11463170,BIG SULPHUR C A G RESORT NR CLOVERDALE CA,38.79768326,-122.8024929,N,13.1,8271917
T11463200,11463200,BIG SULPHUR C NR CLOVERDALE CA,38.82601671,-122.9969442,N,85.5,8271875
T11463900,11463900,MAACAMA C NR KELLOGG CA,38.64018648,-122.7636014,N,43.7,8272605
T11463940,11463940,FRANZ C NR KELLOGG CA,38.60824169,-122.6947095,N,15.7,8272611
T11464000,11464000,RUSSIAN R NR HEALDSBURG CA,38.61324316,-122.8363818,N,793,8272379
T11464400,11464400,DRY C NR YORKVILLE CA,38.78907484,-123.1555604,N,56,8271511
T11464500,11464500,DRY C NR CLOVERDALE CA,38.74963216,-123.0922252,Y,87.8,8276449
T11464860,11464860,WARM SPRINGS C NR ASTI CA,38.69602174,-123.0966697,N,12.2,8270777
T11465000,11465000,DRY C BL WARM SPGS DAM NR GEYSERVILLE CA,38.71963226,-123.0005556,N,131,8272083
T11465150,11465150,PENA C NR GEYSERVILLE CA,38.70046558,-122.9722211,N,22.3,8272147
T11465200,11465200,DRY C NR GEYSERVILLE CA,38.69852101,-122.9580539,N,162,8272125
T11465680,11465680,LAGUNA DE SANTA ROSA A STONY PT RD NR COTATI CA,38.35213667,-122.7441551,N,40.8,8273659
T11465700,11465700,COLGAN C NR SEBASTOPOL CA,38.37352515,-122.7683227,N,6.78,8273653
T11465750,11465750,LAGUNA DE SANTA ROSA C NR SEBASTOPOL CA,38.42546874,-122.8291584,N,79.6,8273287
T11465800,11465800,SANTA ROSA C NR SANTA ROSA CA,38.45685536,-122.6316513,N,12.5,8273229
T11466320,11466320,SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA,38.44519026,-122.8072129,N,77.6,8273639
T11467000,11467000,RUSSIAN R NR GUERNEVILLE CA,38.50852336,-122.9277737,N,1338,8272725
T11467200,11467200,AUSTIN C NR CAZADERO CA,38.5065797,-123.0697239,Y,62.8,8271049
T11467500,11467500,SF GUALALA R NR ANNAPOLIS CA,38.70491205,-123.4230642,Y,161,8280895
T11467510,11467510,SF GUALALA R NR THE SEA RANCH CA,38.70907868,-123.4266753,N,161,8280869
T11467600,11467600,GARCIA R NR POINT ARENA CA,38.92629636,-123.6302925,Y,98.5,2666153
T11467800,11467800,RANCHERIA C NR BOONVILLE CA,38.99295684,-123.4344535,Y,65.6,2665979
T11468000,11468000,NAVARRO R NR NAVARRO CA,39.17045608,-123.668069,Y,303,2665613
T11468010,11468010,ALBION R NR COMPTCHE CA,39.260174,-123.6177893,N,14.4,2664251
T11468070,11468070,SF BIG R NR COMPTCHE CA,39.22906091,-123.4663988,N,36.2,2664341
T11468092,11468092,BIG R BLW TWO LOG CR NR COMPTCHE CA,39.3182268,-123.6147342,N,88.7,2664095
T11468500,11468500,NOYO R NR FORT BRAGG CA,39.42822378,-123.7377917,Y,106,2665525
T11468540,11468540,PUDDING C NR FORT BRAGG CA,39.45683323,-123.7233474,N,12.5,2663733
T11468600,11468600,MF TENMILE R NR FORT BRAGG CA,39.57266134,-123.7002935,Y,32.9,2662235
T11468900,11468900,MATTOLE R NR ETTERSBURG CA,40.139309,-123.991423,Y,70.9,2546355
T11469000,11469000,MATTOLE R NR PETROLIA CA,40.31319125,-124.283381,N,245,2544433
T11469500,11469500,NF MATTOLE R A PETROLIA CA,40.32624641,-124.2942152,N,37.6,2544415
T11470500,11470500,EEL R BL SCOTT DAM NR POTTER VALLEY CA,39.40793878,-122.9713896,N,290,8309952
T11471000,11471000,POTTER VALLEY PH INTAKE NR POTTER VALLEY CA,39.366552,-123.1275046,NA,NA,8267689
T11471099,11471099,POTTER VALLEY PH (TR ONLY) NR POTTER VALLEY CA,39.36155219,-123.1283379,NA,NA,8267693
T11471100,11471100,POTTER VALLEY IRRIG CN 5+6 NR POTTER VALLEY CA,39.36155219,-123.1283379,NA,NA,8267693
T11471105,11471105,POTTER VALLEY IRRIG CN E5 NR POTTER VALLEY CA,39.36155219,-123.1283379,NA,NA,8267693
T11471106,11471106,POTTER VALLEY IRRIG CN E6 NR POTTER VALLEY CA,39.36155219,-123.1283379,NA,NA,8267693
T11471500,11471500,EEL R A VAN ARSDALE DAM NR POTTER VALLEY CA,39.38849566,-123.1161157,N,349,8307546
T11471800,11471800,TOMKI C NR WILLITS CA,39.41932851,-123.2288972,N,43.4,8306996
T11472150,11472150,EEL R NR DOS RIOS CA,39.62487958,-123.3414017,N,528,8303456
T11472160,11472160,WILLITS C AB LK EMILY NR WILLITS CA,39.449329,-123.3980667,Y,3.72,8306880
T11472200,11472200,OUTLET C NR LONGVALE CA,39.61793532,-123.3566796,N,161,8303480
T11472500,11472500,EEL R AB DOS RIOS CA,39.6887672,-123.3594584,N,705,8303370
T11472800,11472800,MF EEL R AB BLACK BUTTE R NR COVELO CA,39.8290433,-123.070842,N,204,8294891
T11472900,11472900,BLACK BUTTE R NR COVELO CA,39.82071008,-123.0816755,Y,162,8294911
T11473000,11473000,MF EEL R BL BLACK BUTTE R NR COVELO CA,39.82626555,-123.0927871,N,367,8294895
T11473100,11473100,WILLIAMS C NR COVELO CA,39.82487658,-123.1413996,Y,30.4,8294919
T11473500,11473500,MF EEL R NR COVELO CA,39.809599,-123.1386214,N,406,8294929
T11473600,11473600,SHORT C NR COVELO,39.83043198,-123.1833454,N,15.2,8294989
T11473700,11473700,MILL C NR COVELO CA,39.74904414,-123.1811214,N,95.6,8296465
T11473800,11473800,ELK C NR HEARST CA,39.64904555,-123.1211189,N,84.1,8296481
T11473900,11473900,MF EEL R NR DOS RIOS CA,39.70626687,-123.3252913,Y,745,8295207
T11474500,11474500,NF EEL R NR MINA CA,39.9373742,-123.3469626,Y,248,2709327
T11474750,11474750,KEKAWAKA C PH NR ZENIA CA,40.09431493,-123.5094693,NA,33.2,2707001
T11474780,11474780,KEKAWAKA C BL KEKAWAKA C PH DIV NR ZENIA CA,40.11014836,-123.4675244,N,20.7,2706945
T11474781,11474781,COMBINED FLOW OF 11474750 + 11474780 CA,40.11014836,-123.4675244,NA,NA,2706945
T11475000,11475000,EEL R A FORT SEWARD CA,40.2182,-123.63253,N,2107,2706571
T11475500,11475500,SF EEL R NR BRANSCOMB CA,39.71904456,-123.6527961,Y,43.9,8287608
T11475560,11475560,ELDER C NR BRANSCOMB CA,39.7295997,-123.6439073,Y,6.5,8287590
T11475700,11475700,TENMILE C NR LAYTONVILLE CA,39.76237643,-123.5427963,N,50.3,8287510
T11475800,11475800,SF EEL R A LEGGETT CA,39.8745957,-123.7205775,Y,248,8287256
T11475940,11475940,EB SF EEL R NR GARBERVILLE CA,40.07403461,-123.7700277,N,74.3,8285366
T11476500,11476500,SF EEL R NR MIRANDA CA,40.18181004,-123.7761426,Y,537,8285120
T11476600,11476600,BULL C NR WEOTT CA,40.351528,-124.0050423,Y,28.1,8284190
T11476700,11476700,LARABEE C NR HOLMES CA,40.4081949,-123.9011523,N,84.1,2705839
T11477000,11477000,EEL R A SCOTIA CA,40.49152384,-124.0997699,Y,3113,2704735
T11477400,11477400,MILL & SULPHUR C PH NR DINSMORE CA,40.48375316,-123.5875363,NA,NA,2705463
T11477500,11477500,VAN DUZEN R NR DINSMORE CA,40.48458571,-123.6580935,Y,85.2,2705471
T11477700,11477700,LITTLE VAN DUZEN R NR BRIDGEVILLE CA,40.44430835,-123.6553145,N,36.2,2705701
T11478000,11478000,VAN DUZEN R A BRIDGEVILLE CA,40.46791759,-123.7997627,N,202,2705575
T11478500,11478500,VAN DUZEN R NR BRIDGEVILLE CA,40.48041636,-123.890876,Y,222,2705477
T11479000,11479000,YAGER C NR CARLOTTA CA,40.57068983,-124.0497717,N,127,2702157
T11479700,11479700,ELK R NR FALK CA,40.70262865,-124.1567245,N,44.2,8317047
T11480000,11480000,JACOBY C NR  FRESHWATER CA,40.7915195,-124.0039459,N,5.8,8316913
T11480390,11480390,MAD R AB RUTH RES NR FOREST GLEN CA,40.28431329,-123.3353034,Y,93.8,8320019
T11480410,11480410,MAD R BL RUTH RES NR FOREST GLEN CA,40.37097808,-123.4361411,N,121,8319981
T11480500,11480500,MAD R NR FOREST GLEN CA,40.45819874,-123.5108673,N,143,8319947
T11480750,11480750,MAD R NR KNEELAND CA,40.76374464,-123.8900542,N,351,8318329
T11480800,11480800,NF MAD R NR KORBEL CA,40.88624107,-123.9417258,Y,40.4,8319321
T11481000,11481000,MAD R NR ARCATA CA,40.9095719,-124.060896,N,485,8316811
T11481200,11481200,LITTLE R NR TRINIDAD CA,41.0098479,-124.0814555,Y,40.5,8315847
T11481500,11481500,REDWOOD C NR BLUE LAKE CA,40.90596479,-123.815335,Y,67.7,8319319
T11482110,11482110,LACKS C NR ORICK CA,41.06068303,-123.8670069,Y,16.9,8316277
T11482120,11482120,REDWOOD C AB PANTHER C NR ORICK CA,41.08901555,-123.907564,Y,150,8316251
T11482125,11482125,PANTHER C NR ORICK CA,41.08846,-123.9083973,Y,6.07,8316253
T11482130,11482130,COYOTE C NR ORICK CA,41.1173484,-123.9128425,N,7.78,8316207
T11482200,11482200,REDWOOD C AT S PARK BOUNDARY NR ORICK CA,41.17179181,-123.9497889,Y,185,8316133
T11482468,11482468,LITTLE LOST MAN C A SITE NO 2 NR ORICK CA,41.3220674,-124.0206264,N,3.46,8315609
T11482500,11482500,REDWOOD C A ORICK CA,41.2992896,-124.0511825,Y,277,8315607
T11489500,11489500,ANTELOPE C NR TENNANT CA,41.54654351,-121.9183368,N,18.6,8265434
T11490500,11490500,BUTTE C NR MACDOEL CA,41.71653973,-122.0011175,N,178,8265322
T11512000,11512000,FALL C A COPCO CA,41.97486349,-122.3644638,N,14.6,361465
T11512500,11512500,KLAMATH R BL FALL C NR COPCO CA,41.97208569,-122.3691862,N,4370,362881
T11516530,11516530,KLAMATH R BL IRON GATE DAM CA,41.92791865,-122.4441882,N,4630,361671
T11516600,11516600,COTTONWOOD C A HORNBROOK CA,41.91819465,-122.5636365,N,89.8,361755
T11516900,11516900,LITTLE SHASTA R NR MONTAGUE CA,41.75292395,-122.3005717,N,48.2,3917176
T11517000,11517000,SHASTA R NR  MONTAGUE CA,41.70903196,-122.5380787,N,673,3917252
T11517500,11517500,SHASTA R NR YREKA CA,41.8229179,-122.5955813,N,793,3917058
T11517800,11517800,BEAVER C NR KLAMATH R CA,41.89430115,-122.8233671,N,106,361899
T11518050,11518050,EF SCOTT R CALAHAN CA,41.30375579,-122.7766945,N,110,3801187
T11518310,11518310,CEDAR GULCH NR CALLAHAN CA,41.34430955,-122.830308,N,0.99,3801113
T11518600,11518600,MOFFETT C NR FORT JONES CA,41.63319568,-122.7478075,N,69.8,3799425
T11519500,11519500,SCOTT R NR FORT JONES CA,41.64069017,-123.015037,N,653,3798909
T11520500,11520500,KLAMATH R NR SEIAD VALLEY CA,41.8537379,-123.2322733,N,6940,4440518
T11521500,11521500,INDIAN C NR HAPPY CAMP CA,41.83512325,-123.3831113,N,120,4440524
T11522200,11522200,ELK C NR HAPPY CAMP CA,41.74318137,-123.3556097,N,90.4,4439186
T11522300,11522300,SF SALMON R NR FORKS OF SALMON CA,41.22207858,-123.2511584,Y,252,8258791
T11522400,11522400,NF SALMON R NR FORKS OF SALMON CA,41.26707673,-123.3044946,N,203,8257967
T11522500,11522500,SALMON R A SOMES BAR CA,41.3765154,-123.4770026,Y,751,8261865
T11523000,11523000,KLAMATH R A ORLEANS,41.3034599,-123.5345036,N,8475,4442602
T11523030,11523030,RED CAP C NR ORLEANS CA,41.2401274,-123.5442251,N,56.1,4442370
T11523050,11523050,BLUFF C NR WEITCHPEC CA,41.24012608,-123.6581165,N,74.6,4441788
T11523200,11523200,TRINITY R AB COFFEE C NR TRINITY CTR CA,41.1112571,-122.7055788,Y,149,8242324
T11523700,11523700,COFFEE C NR TRINITY CENTER CA,41.09292298,-122.7539134,N,107,8242714
T11525430,11525430,JUDGE FRANCIS CARR PH NR FRENCH GULCH CA,40.64681495,-122.6272392,NA,NA,2782679
T11525500,11525500,TRINITY R A LEWISTON CA,40.71931244,-122.8036339,Y,719,8246426
T11525530,11525530,RUSH C NR LEWISTON CA,40.7245899,-122.8347458,Y,22.3,8246406
T11525600,11525600,GRASS VALLEY C A FAWN LODGE NR LEWISTON CA,40.67625718,-122.8305783,N,30.8,8246438
T11525655,11525655,TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA,40.6726453,-122.9205805,N,810,8245886
T11525670,11525670,INDIAN C NR DOUGLAS CITY CA,40.651812,-122.914469,Y,33.5,8245912
T11525800,11525800,WEAVER C NR DOUGLAS CITY CA,40.67070068,-122.9428032,N,48.4,8245890
T11525854,11525854,TRINITY R A DOUGLAS CITY CA,40.6470897,-122.9558587,N,931,8245896
T11526000,11526000,TRINITY R NR DOUGLAS CITY CA,40.66736692,-122.9936377,N,1014,8245874
T11526250,11526250,TRINITY R A JUNCTION CITY CA,40.7284768,-123.0619736,N,1057,8244482
T11526500,11526500,NF TRINITY R A HELENA CA,40.7818089,-123.1283653,Y,151,8244332
T11527000,11527000,TRINITY R NR BURNT RANCH CA,40.7887498,-123.4400401,N,1439,8245172
T11527400,11527400,NEW R A DENNY CA,40.94569163,-123.3830998,Y,173,8243406
T11528100,11528100,SF TRINITY R A FOREST GLEN CA,40.37486753,-123.3275275,N,208,8234948
T11528200,11528200,SF TRINITY R NR HYAMPOM CA,40.608197,-123.451147,N,342,8232534
T11528400,11528400,HAYFORK C NR HAYFORK CA,40.5193119,-123.0858592,N,86.7,8232828
T11528440,11528440,BIG C NR HAYFORK CA,40.55292212,-123.1436387,N,27.1,8232726
T11528500,11528500,HAYFORK C NR HYAMPOM CA,40.62597465,-123.4347581,N,378,8232496
T11528700,11528700,SF TRINITY R BL HYAMPOM CA,40.6498627,-123.4942046,Y,764,8232392
T11529000,11529000,SF TRINITY R NR SALYER CA,40.841525,-123.5678243,Y,898,8231982
T11529800,11529800,WILLOW C NR WILLOW C CA,40.94707683,-123.660887,N,40.9,8243370
T11530000,11530000,TRINITY R A HOOPA CA,41.049852,-123.673668,N,2853,8241662
T11530020,11530020,SUPPLY C A HOOPA CA,41.05151855,-123.6808905,N,15.8,8241162
T11530300,11530300,BLUE C NR KLAMATH CA,41.44984419,-123.895625,N,120,4441134
T11530500,11530500,KLAMATH R NR KLAMATH CA,41.5109543,-123.9795164,N,12100,4440630
T11531000,11531000,MF SMITH R A GASQUET CA,41.84733522,-123.967575,N,131,22227632
T11532000,11532000,SF SMITH R NR CRESCENT CITY CA,41.79150242,-124.0261871,Y,291,22226814
T11532500,11532500,SMITH R NR CRESCENT CITY CA,41.7915026,-124.0761887,Y,614,22226812
T11532620,11532620,MILL C NR CRESCENT CITY,41.742059,-124.1028553,N,28.6,22227042
T11532700,11532700,ROWDY C A SMITH R CA,41.92150126,-124.1470273,N,33.3,22226680
T11533000,11533000,LOPEZ C NR SMITH R CA,41.9598342,-124.2034195,N,0.92,22227020
